argument,score
Celibacy promotes the discipline and love of God in the clergy and should be maintained.,0.946038159
Celibacy puts undue pressure on priests and leads to clandestine homosexuality and paedophilia and should be stopped.,0.966922748
Celibacy should be an individual decision and not something decided by the law.,0.10172634
"Celibacy should not be abandoned if it depends on the person of their personal faith, and it is their right to express it.",0.530907676
"Celibacy should not be abandoned, it is important to have moral values and to avoid unwanted pregnancies and sexually transmitted diseases.",0.059668051
"Celibacy should not be abandoned, it can be empowering in the right situation",0.553081731
Celibacy vows are a decision people should make.,0.3473941
Celibacy vows are unnatural and can cause problems.,0.568907764
"Celibacy suppresses the natural urge, which can manifest itself in harmful ways.",0.974605198
"Celibate people are not at risk of sexually transmitted infections or diseases and are therefore healthier, so they should not be abandoned.",0.220405009
ceo pay ha got out of hand and is too high,0.784544845
"CEOs do 100 times what the average worker does, and they don't actually generate capital.",0.53489
CEOs should not be paid a thousand times more than their workers,0.496096151
A particular culture has been hunting whales for thousands of years.,0.008254285
Certain groups are more susceptible to crime than others.,0.011561213
Certain groups demand that a farmer in rural communities use firearms against wildlife that may pose a threat to their crops or livestock.,0.997676016
"Certain groups should not receive special treatment, such as blacks, just because their ancestors were discriminated against, no one owes the current generation anything.",0.000143024
Certain miscarriages of justice can only be corrected through judicial activism,0.857595671
"Certain professions, such as police officers and air traffic controllers, have a mandatory retirement age to ensure that the person responsible for the safety of others remains competent in their work.",0.984258951
"Certain races and ethnic groups commit more crimes than others, so it makes sense to examine them more closely.",0.97476785
Certain religions use only this kind of care and it is their right.,0.560591346
"If you're looking for a bank robber, you don't necessarily need to check on a 95-year-old woman walking down the street.",0.298191092
"Change and progress are inevitable, and we should embrace it.",0.561273938
"In a democracy, it is the control of the balance of state power that makes democracy a better form of government. Legal activism will limit the government's overuse of power.",0.360181954
Chekhov's weapon will certainly be fired in the third act; nuclear weapons will certainly be used in a nuclear war.,4.81e-06
Chil actors choose to do what they do.,0.000688809
Child abuse is proportionately greater in nursing homes.,0.798101616
"Children's acting brings income to people at a young age. If you have the gift of entertaining, why not?",0.442631102
Child labour is a form of child labour that robs them of their youth and causes emotional trauma that leads to alcohol and drug abuse and worse.,0.865774197
"Children's activities result in many children being exposed to adult situations that lead to earlier sexual activity and drug use, they do not do what a normal child does, and it usually causes depression.",0.93921782
Child actors who become famous at a young age often have major developmental problems and cannot adapt to the life of an adult for whom the spotlight is not a healthy place to grow up.,0.843296404
"Child actors have access to school work on set and a protected upbringing. There is no need to ban the use of children in television and film, no harm is done.",0.969047339
"Child actors are all too often traumatised or abused, so their use should be banned.",0.996115588
Child actors are an important part of the acting industry and should continue to be licensed with restrictions to ensure the well-being of the child.,0.673036107
Child actors are an important part of the film / TV business and without them it would be a wreck.,0.570336667
"Child actors are at risk of mental and sexual abuse, which will destroy their development in life",0.969480707
Child performers are carefully monitored and protected by current law and should not be banned.,0.887653329
"Child actors are exploited by both parents and the video industry, children should learn and grow up without working",0.895110673
Child performers are exploited by adults and should be banned,0.949189243
"Child actors are exposed to far too many adult situations and many harmful behaviours in the acting world, so child actors should be banned.",0.869552672
"Child actors are too exposed to an adult world and have a higher risk of being exposed to drugs and alcohol. As a result, many former child actors have become addicted.",0.759753248
Child actors are fine if they are watched for a long time by a responsible adult.,0.734332397
"For the most part, child actors are thrown into a role they don't want to be in, while their parents pocket the profits.",0.739103078
"Child actors are forced to grow up far too early and behave as they have grown up, and we must give them the chance to be a child.",0.912224546
"Child actors are forced to grow up far too fast, thrown into a world of drugs and sex at an early age. Children should stay away from all this until Hollywood is safe for them.",0.826086104
"Child actors are forced to work really long hours and are usually taken out of regular school, which may harm their development.",0.955193978
Child actors are important in this area.,0.016783051
Child actors are important for programmes to show people in their old age and reflect society. Child actors are an important part of the industry and are needed to accurately represent people.,0.207822602
Child actors live in an adult world and see things they are too young for,0.029948893
Child actors are necessary and children can learn how to work from an early age,0.617221279
Child actors are needed to portray the role of young people in film and television,0.4835568
Child actors are needed for many roles in the television and film industry.,0.185539519
"Child actors are required for roles that cannot be fulfilled by adults, so banning their use would be impossible.",0.565368376
Child actors are needed in all kinds of films and therefore should not be banned.,0.439755534
Child actors are needed to fulfil certain roles,0.72263969
Child actors are needed to play the role of the child,0.384854916
Child actor wanted for child role,0.370998974
"Child actors are needed to portray children in films and series, and we cannot ban them.",0.819413856
Child actors are unable to make their own decisions and are put in situations that they do not understand for the financial benefit of others and that should be banned.,0.81987784
Child actors are not mature enough to withstand the pressures of showbusiness.,0.991437385
Child actors are notorious for being groomed and abused by the industry.,0.610016342
Child actors are often exploited by the film industry and should not be used,0.90920367
Child actors are often exploited by the film industry or their own parents.,0.671937532
Child actors are often exploited by their parents for money,0.792377945
Child actors are often forced to continue acting long after they have lost the desire to do so because of contractual obligations.,0.660858798
Child actors are often forced to grow up so fast that their development is permanently slowed down.,0.953794483
Child actors are often forced to grow up too quickly and lose a traditional childhood.,0.872344737
"Child actors are often puppets controlled by exploitative parents, and being thrust into the spotlight at a young age often leads to misconceptions and emotional problems later on.",0.936803845
Child actors often do not receive their income because their family controls the fund,0.1855286
"Child actors are often open to exploitation both by pushy parents and by industry, whose primary concern is money and not the welfare of minors.",0.925233735
"Child actors are often pressured by their parents, who take their money.",0.794183053
Child actors are often used by their peers to make money and are often left to fend for themselves without caring once they are too old for their previous jobs.,0.825551954
"Child actors are often well looked after and supervised, and the likelihood of harm is low.",0.717029377
Child actors are placed in an environment where they are too young to be,0.009493725
"Child actors are protected by strict health and safety regulations, they still need to be educated, and the money they earn means that they will be able to do what they want as adults.",0.942918079
"Child actors are put in a situation where they are vulnerable to predators, miss an opportunity for education and are able to form a social bond in the everyday world.",0.325706791
"Child actors are going through too much at too young a age. We should get rid of them and just use cgi or something. If a big company can call a cgi movie live action and get away with it, it will work.",0.757573394
Child actors really do work and child labour is against the law.,0.073345034
Child actors are deprived of their childhood and can experience a lot of emotional turmoil when an adult misses this important step in childhood.,0.966708951
Child actors are robbed of their childhood.,0.542974759
Child actors are role models for children and can have a greater impact on their good choices than just movies with adults in them.,0.910193791
Child actors are hired for life from an early age and should be encouraged not to ban their performances,0.02209455
"Child actors are sometimes forced to do so by their parents and miss out on a normal childhood, leading to dysfunction later in adulthood.",0.961209376
"Child actors are sometimes overworked and in a dangerous situation, so they should be banned",0.773906668
"Child actors are exposed to far too much pressure and are unable to live a normal life, play with friends and go to school, which usually leads to health problems later in life.",0.938720358
Child actors are constantly supervised and have tutors to help them keep up with their schoolwork.,0.288560968
"Child actors are constantly supervised, well looked after and have a supervisor on site so that they do not fall behind in school.",0.797746863
"Child actors are constantly supervised, well looked after and have tutors on set so they don't fall back into school.",0.274564238
"Child actors are too often exploited and abused in one way or another, creating too many problems with adulthood or premature death, and so we should strive to end their use.",0.786095675
Child actors are treated as adults and miss the social and emotional maturation process that a child needs to become healthy.,0.804741083
Child actors are treated badly in the industry.,0.829310814
Child actors are useful because they allow these children to make a living from something they enjoy.,0.50961046
Child actors are usually exploited by their parents and other adults.,0.837393152
"Child actors are usually the product of overbearing parents or stage mums, not their own will",0.801718412
Child actors are indispensable to the entertainment industry.,0.276455658
Child actors are vulnerable to many predators both in public and in the acting industry and their participation should be banned.,0.991105005
"Child actors are well compensated for light work, which gives them the resources necessary for higher goals in their chosen field.",0.69836827
"Child actors work far too many hours and that could cost them physically, emotionally and at school.",0.910551141
Child actors grow up far too quickly and should not be allowed to act until they are grown up,0.083277143
"Child actors bring a lot of joy to the world, we should allow them to continue and simply give them better advice if necessary.",0.496318958
Child actors can be overworked and miss out on training.,0.745133094
"Child actors can be overloaded and miss out on education, which can lead to difficulties later in life if they do not finish school with a degree.",0.914768296
Child actors can easily be exploited and abused.,0.925466967
Child actors can learn valuable social skills that could benefit them in the future,0.082626301
Child actors can make a lot of money for their future by doing something they enjoy,0.765609643
"Child actors can often grow up without problems, but with wealth to help them in life. To take a few bad seeds and decide the fate of everyone is wrong.",0.237595587
Child actors can secure a future in college with the income they earn and can be protected by their family and manager to ensure their safety in their young acting careers.,0.870755908
Child actors cannot be banned as a typical family could never be portrayed in film or television,0.396945686
Child actors choose to do what they do.,0.000182996
"Child actors could not easily be replaced by adults or CGI, and the child who comes to action learns valuable life lessons, is well educated and emotionally supported, and can also earn well.",0.795503051
Child actors create jobs for young people. Why should we take someone's job away?,0.019276837
Child performers do not receive proper training and the use of child performers should be banned,0.381253367
Child actors don't get a real childhood.,0.006537939
"Child actors don't get real life as young people and experience childhood experiences, education and social interaction, so should be banned",0.319085588
"Child actors do not have a normal education or training, as their work leads them far and wide to work, which is detrimental to their well-being.",0.97609363
Child actors don't miss school and often have a tutor on set,0.462503592
Child actors are exploited in Hollywood and this ban would put an end to that.,0.347068971
"Child actors learn about a lifestyle that is different from that of most children, and it can be fun to reconcile work with a normal child experience.",0.459970013
Child actors get used to love and attention and then lose it,0.011744151
Child actors grow up to dysfunctional adults because they miss all the social interactions that children need with each other to learn the process of interacting with people their own age.,0.957264272
"Child actor grows up with drug, alcohol and self-esteem problems",0.999529649
"Child actors have much more experience than other children, which gives them confidence and money that can improve their adult lives.",0.776614892
"Child actors have access to education and valuable experience in the social sphere and for their future careers, why ban this possibility?",0.660154688
Child actors lose the sense of a proper childhood.,0.046365461
"Child actors lose their childhood by working at such a young age and growing up in a stressful, toxic environment, rather than a loving family.",0.66664209
"Child actors fail to grow up naturally, a child should grow up with proper education, stable background and no pressure of work at a young age, and therefore they should be banned.",0.58316501
Child actor misses socialising with same-age child and falls behind at school,0.955649144
"Child actors miss their childhood as they make friends, play sports and go to school",0.729966002
"Child actors have to be in acting, because many films and series play a child role.",0.038117058
Child actors never get a chance to have a real childhood and should be excluded from acting.,0.134469665
Child actors are often their family's primary breadwinner.,0.743077395
Child actors often fall ill and often fall into substance abuse,0.973799624
"Child actors often cannot cope with the fame that is forced upon them, and adults should therefore play a child role",0.216495662
"Child actors rarely grow up as well-rounded adults, because the pressure of life is a child actor far removed from normal child-rearing.",0.833584854
"Child actors should be able to maximize their potential and make money, just like any other group, it is age discrimination to ban them, and their career window is often extremely small.",0.009725872
Child actors should be able to work and bring their talents into society.,0.759063912
Child performers should be banned as they have no chance of leading normal lives,0.706350347
Child actors should be banned if they fail to grow up properly and receive adequate training in a stable family environment.,0.215192447
"Child actors should be banned because children are often exploited for their roles and because they end up with more money than they know what to do with, often wasting it on drugs and other vices.",0.912008298
Child actors should be banned because it is unfair that children are forced to work at such a young age.,0.912633311
"Child actors should not be banned, because who else would play the child in the film? And this cannot be avoided, because children are part of life and therefore part of many stories.",0.423536117
"Child actors should not be banned just because of a few bad apples. With good direction, these actors can pay their own college costs and become more responsible citizens.",0.236727157
Child actors should not be used because they are introduced to an adult world that can cause corruption and addiction.,0.859646205
"Child actors grow up too often to be very worried adults, which is unfair to them, so we should ban the use of child actors.",0.515920662
Child actors will be fine with proper supervision and regulation,0.853937916
Child labour law already limits the amount of work a child can do.,0.161832728
"Childhood is a time of learning and growth, not work",0.956124102
Childhood is an important phase of personal development. The stress and fame of being an actor at such a young age has proven to be problematic for adults on several occasions.,0.936977214
Children achieve better life outcomes when their parents are married,0.672795228
Child actors are people who are trained for life and for the staging of work in order to depict different scenarios.,0.410295983
Children also have the right to change their appearance,2.6e-05
"Children and adults spend far too much time in front of the TV instead of doing things like reading, exercising, talking, etc.",0.719557234
Children are a part of society and not all stories or films have adults only.,0.001590458
"Children are an integral part of the entertainment industry, filling roles that would otherwise go unfilled",0.28696078
Children are better off in foster care than on the streets or in juvenile detention,0.850994078
Children are exploited for money by their parents and content creators,0.143109138
"Children are far too easy to exploit, and sometimes they are far too precocious at a young age because of fame and all it entails.",0.7694651
Children are also human beings and should be allowed to work with the consent of their parents,0.828260277
"Children are literally unable to make well-informed decisions, because the prefrontal cortex is not sufficiently developed to fully consider and internalize the dangers that plastic surgery entails.",0.785357161
Children are much better off in a family environment where they can be loved and receive personal attention than in an institution where they are left to their own devices.,0.550345081
Children are naive and often manipulated or not fairly compensated,0.916798373
Children are incapable of agreeing to or imagining permanent changes caused by plastic surgery.,0.929641849
Children are unable to form bonds and are often abused in foster families.,0.850095094
Children are not equipped for the harsh and sometimes inappropriate environment on film sets,0.962580825
Children are not old enough to cope with the pressure to act.,0.920216778
Children are not old enough to make an informed decision,0.590904306
Children are often used by their parents to make money just because they have a natural capacity to act.,0.912949346
"Children are old enough to make fun of the fact that they look different, and should be old enough to know that they want to change something about themselves.",0.022836516
"Children have to play a child in TV shows and films, so it would be very difficult to ban them.",0.00459491
Children are still developing and growing and it is too early to have cosmetic surgery,0.817086722
Children are being exploited by adults who are only concerned about making money,0.973528908
Children are too young to be in this industry and exposed to the bad side of the Hollywood lifestyle at a too young age,0.095712453
Children are too immature to cope with the fame that comes with being famous and therefore end up living a very hard life.,0.957233363
Children are too young to know the full impact of such a lifestyle and such a story. Many child actors are abandoned by the industry and often fall victim to drug abuse.,0.923560381
Children are too young to make the decision of an adult to change their appearance,0.860366895
Children are unable to make such an important decision,0.086063273
"Children are vulnerable to being exploited by greedy entertainment companies and are not protected from the dangers of the industry, so we should ban child performers.",0.760704958
Children are not mature enough to cope with the pressures of showbusiness.,0.956831032
Child born through surrogacy does not have the bond with the non-childbearing mother they would have with their childbearing mother,0.107250044
"Children can learn a lot from acting, and they can be good actors under adult supervision.",0.281653594
Child can be neglected because they are not guaranteed to interact one-on-one,0.64902863
The child can be pushed around from home and is not given stability.,0.995361382
"Children can decide for themselves whether they want to pursue acting. Often, child actors then become adult actors and have a long and successful career behind them.",0.999835229
"Children can receive more one-to-one tuition when they are home schooled, and can learn at their own pace.",0.795669236
"Children can stay in foster care for years and experience multiple placement changes, and the disrupted relationship caused by such changes harms their well-being.",0.999942716
"By acting, children can learn valuable social skills that could prepare them better in the future than formal education",0.821045161
Child can mature for his or her age and should be allowed to choose what he or she wants to do,0.056342232
Children cannot learn to treat their peers socially and with integrity if they are only in a domestic environment,0.021961177
Child cannot learn to deal with peers when they are home-schooled,0.80742647
Child often cannot cope with fame at a young age and should be protected,0.667704363
Child could be affected because the father could not provide quality time by splitting up into several apartments,0.716796864
The child was able to fulfill a wish. He got the consent of his parents for many things. It could also be used for plastic surgery.,0.000105742
Children do not get social interaction from children their own age when they are home schooled.,0.924815853
"Children do not have enough autonomy to decide on their careers, they should be protected from excessive parental instruction, and therefore the use of child actors should be banned.",0.989768297
Children do not have the maturity to decide whether a life in entertainment is something they want. It is pushed by their parents while the child may not be prepared for this life.,0.016472848
"Children thrive when one parent is their primary carer, but it is almost impossible to support a family on a salary, and subsidized stay at home would benefit such a family.",0.942694265
Children in care are more likely to be neglected than those in foster care.,0.9818531
Children of parents who are committed to each other grow up better,0.143414023
Children are generally better off if they are kept at home with appropriate help and support and are not placed in foster care.,0.149940762
Children generally have better life outcomes when they are left with their family.,0.153332799
The child gets more individual attention and the material can be optimally tailored to the child's learning needs.,0.933974518
Children are moved from nursing home to nursing home and end up worried because they feel so unwanted.,0.820596785
Child grows up happier and healthier when brought up from home Parents and father can effectively fulfil this role as mother,0.163603551
Child grows up to be a better citizen if father stays at home,0.001190145
"Children have a right to physical autonomy, just like adults, and a ban on cosmetic procedures is a violation of that freedom of expression.",0.703621072
"Children have a right to education, and ignorant parents who think they are more qualified than they are should not tyrannise that right.",0.009172208
Children have better life outcomes if their parents are married,0.632126359
"Children have more access to the Internet and are easily influenced by celebrities like the pop star and would feel insecure, leaving them with the need to have plastic surgery like them when they should not.",0.705559372
"Children are not yet adults and have not really shaped their adult image. Plastic surgery for a child should be banned until an adult can make an informed decision about his or her body, not a child's whim.",0.762949476
Children in dangerous domestic situations can find a safe place while the family tries to put their lives back in order and also provide warmth to outsiders who want to take care of children in vulnerable situations.,0.883841835
Children in film and television are routinely exploited and abused by vain and self-serving producers who are not constantly concerned for the welfare of their young charges and should therefore not be abused.,0.955231623
"Children in the film are welcome and always will be. They are any film in which the appearance of a child is important and obligatory, as they are the main character of the film.",0.040694984
Children in foster care are more likely to suffer from health problems,0.18845777
"Children in foster families are always aware that they are outside a family, the meeting about them, the fact that they do not live with a parent, in many cases leads to mental health problems in adult life.",0.868823873
Children in foster care have a higher risk of poor academic success.,0.562475785
Children in foster care are more prone to drug and alcohol abuse,0.807728054
Children in foster care are more likely to develop behavioural problems,0.914940649
Children in foster care are often bullied by others in the foster family,0.854490948
Children in foster care are often abused and have no strong connection with their foster family.,0.705563903
Children in foster care are often neglected or abused worse,0.773705264
"Children in foster families are often not treated affectionately and unconditionally like biological parents or adoptive parents, because they are paid to do so.",0.463298378
Children in foster care receive a better standard of care than abusive parents,0.885801692
Foster child grows up in loving family who want a child,0.904989334
"Children in foster care have higher rates of depression, substance abuse and suicide.",0.99932967
Children in foster families have worse development prospects than children who have no experience in foster care,0.893728459
Children in foster care have nothing else to do,0.004723192
Children in foster care lack stability.,0.721252703
Children in foster care never feel part of the family.,0.887701358
Children in foster care have a higher rate of mental illness and behavioural problems.,0.840070059
Children in foster care find it difficult to form bonds because they are moved so much by foster families.,0.304053148
Children in polygamous families do not get much personal time with their parents and do not know how a traditional family unit works.,0.483880229
"Children in foster care are rarely given the support they need, because foster parents do not want to spend the time getting to know and love them for fear that they will move too quickly.",0.717508562
child is that this environment is bullied and tormented for their lifestyle.,0.000995333
Children make an important contribution to the entertainment industry. A ban on child actors punishes the victim rather than the perpetrator of predatory or exploitative behaviour.,0.989039793
Child may find it difficult to cope in a house if they have another mother,9.09e-05
Children may never have a place where they can stay at home forever because they have moved around so much and therefore cannot form a bond with a particular family.,0.943746712
"Children may be too young to make that decision, but parents have the right to make it in the same way that they change lives by deciding where they live, what they eat, and so on.",0.148578718
Child misses important social interaction with peers,0.266002569
"Child often moves from nursing home to nursing home, causing attachment problems and sociopathic behavior",0.869412388
We must prohibit the use of child actors in order to avoid possible psychological damage to children.,0.924887823
Children need a creative outlet and should be allowed to learn a trade,0.211779437
"Children need a well-rounded education, including socialising with their peers; they need to learn the cooperation and negotiating skills that are indispensable for the world as a whole.",0.692013647
Children need an active environment with other people instead of always being at home,0.49580379
"Child needs father, what gives father the opportunity to stay at home with his child will give u a generation of more adapted people who recognize that all roles can be taken over by both parents",0.701340531
Child needs a home and not temporary accommodation forever,0.864991651
Child must go to school and not work with his family,0.349106863
A child must be a child and receive an education.,0.488303746
Child must be a child and not have to work,0.016149771
Child must be placed in a safe home,0.002395629
"Children must be placed in foster care if they are in an environment that is potentially dangerous, for example if their parents are taking drugs.",0.038800048
Child must be with other child to learn to be social,0.703599892
Children must be with their parents and receive individual attention. Children can be neglected in foster families.,0.052454941
The child must learn to deal with others without the presence of the parents.,0.59280526
"Children are often unable to cope with fame and have problems growing up, including drug use",0.182544196
"Children often move from one nursing home to another, preventing them from having the family continuity necessary for adequate social and emotional development.",0.822088737
