argument,score
Affirmative action should be ended because it devalues the performance of people from minority backgrounds who have gained their position purely on merit.,0.917756718
Affirmative action should be stopped because it is a form of discrimination,0.850512167
Affirmative action should end because it reinforces sterotypes,0.96655082
Affirmative action should continue because people are still being discriminated against and this need must stop.,0.983909354
Affirmative action should not end because discrimination against people with a migrant background still exists,0.972823875
Affirmative action should not be stopped because minorities are still discriminated against too often,0.588364608
Affirmative action should not end because it helps those who are normally carried on in life to have a chance of success.,0.132320577
Affirmative action sometimes prevents the most qualified candidate from winning the seat.,0.299659109
Affirmative Action Still Has a Diversity,0.011394532
Affirmative action takes the focus away from qualified candidates and is therefore unfair.,0.995768014
Affirmative action undermines the success of every disadvantaged person because it makes everyone wonder if they really deserve it.,0.965623473
Affirmative action unfairly excludes candidates who are qualified but do not meet the minority criterion.,0.531042985
Affirmative action by means of a quota system often disenfranchises minorities and leads to a system in which our institution sets a minimum bar for diversity and never exceeds it.,0.447774491
Affirmative action will not change people's minds and is therefore useless,0.104864208
Affirmative Action makes up for the year of discrimination faced by certain groups of people in society.,0.545182559
Affirmative action means the best candidate doesn't always get the job,0.999150069
Affirmative action should not be stopped because it allows individuals to pursue their dreams,0.348258333
Affirmative action has outlived its usefulness and is now leading to a reversal of discrimination by businesses and universities,0.946735342
Affirmative action helps disabled workers to find and retain jobs that would otherwise discriminate against them.,0.8705418
"After a certain age, people's physical reflex and mental acuity tend to diminish",0.014990841
"After having the child, the mother suffers from severe depression when she feels she has let her child down.",0.115738308
Cosmetic surgery after serious accidents can be necessary for the quality of life and should therefore not be banned.,0.997545489
"After a year of continued austerity, people would not want more deprivation in our society and the continued reduction of schools, public services, hospitals and other services.",0.002853299
"Age does not dictate maturity or the ability to make a good decision. If plastic surgery would benefit the minor, it should be everything.",0.28894061
Everyone Feels Welcome and Involved in the Pride Parade,0.489583584
"All available resources should be focused on curing diseases, not vanity",0.266802407
"All options should be considered, not just the supposedly straightforward approach.",0.088795996
All children who attend school ensure that they are taught the value that the state and the society in which they live regard as important.,0.703444082
All children should receive the same education to ensure that a learning standard is established.,0.861588894
"All citizens have the right to protest, even if they burn a flag.",0.844272571
All citizens should be forced to vote to express their opinion about who our elected leader should be. Apathy in selecting our political leader harms our society.,0.916728424
All cosmetic surgery for minors should be banned as they do not have the maturity to make an informed decision about their appearance,0.740514729
All countries want to do what is best for their citizens. There should be free trade so that all people can succeed. No sanction means that all people can get better.,0.004727494
"All education, including vocational training, should be subsidised, and all this leads to an improvement in society as a whole.",0.430304495
"All education should be subsidized, because education creates better people and a better world.",0.911111471
Every execution violates the right to life and is a gross affront to human dignity.,0.999922409
"All culprits should be punished, and some criminals simply cannot be rehabilitated and released.",0.8420461
all people have the right to satisfy our needs,0.001532212
All judges should be allowed to exercise judicial activism when the situation requires it and nothing else would work.,0.258906343
All the lies we hear and see on television today are huge propaganda and television should be abandoned.,0.055034861
all life is important and should be protected,0.00946593
"everything natural, non-invasive and promotes self-healing. Nature plus green is always a winning combination.",0.004144635
All nuclear weapons should be abolished. the bombing of innocent people and not just soldiers. The bomb can destroy the city.,0.979531534
All people have the right to celebrate in their preferred way.,0.114398368
"Cosmetic surgery is only the vanity of those who cannot face the truth of life. By banning it, we give the impression that people accept themselves for what they are and do not judge others.",0.251757877
"Everyone needs an art of living, such as cooking, repairing and building. By teaching in these fields, we help society as a whole.",0.969249926
Every person should be able to decide for himself what he wants to do with his own body.,0.512697324
all people should be able to use the right to invention and literature. no price should be charged so that people can use the idea.,0.004832974
Every person should have the last word about his or her own life and body. Physical autonomy should prevail over everything.,0.098479557
"All services must be paid for, and until the defect is fixed, too much money will be wasted on paying interest. Once the debt is cleared, this money will be available for the service.",0.005776658
"All students have the right to feel safe and protected, especially in an increasingly hostile world. There should be a place from which they can escape and feel protected.",0.543243625
All students should have access to subsidized credit from which a society can benefit from a more educated population.,0.761368249
"All surrogacy is exploitation. France, Germany, Italy and Spain prohibit all forms of surrogacy.",0.675065074
"All talk that the free market is self-correcting is nonsense. A recession could mean high unemployment, housing losses and even more poverty. The government cannot ignore its citizens.",0.004616333
"All of these marches underscore the fact that many people believe that being different from gender is strange or different. By promoting these marches, we perpetuate this myth.",0.003239648
"Every vote should be heard and made compulsory for all adults, and no vote must include any penalty.",6.72e-05
"All young people, rich or poor, should have the opportunity to improve their lives by going to higher education; the more student loans are subsidized, the closer this will become a reality.",0.960425503
Assisted suicide could turn unscrupulous people into serial killers,0.919293935
Allowing gender selection could change the natural order of things,0.577045021
"Admitting assisted suicide sends a message to the elderly, disabled and sick that they are a burden.",0.298552393
Admitting assisted suicide would allow greedy relatives to exploit sick relatives for their own financial gain,0.930285572
"Authorising cosmetic surgery on minors increases the risk for the doctor, leading to more frivolous lawsuits and more expenditure on insurance for treatment errors, which is bad for the health system as a whole.",0.284239392
Allowing cosmetic surgery for minors is a big mistake and dangerous for their health,0.98979469
"Allowing cosmetic surgery on minors makes it easy for minors to put pressure on well-meaning parents, even if it is objectively a bad decision, and a ban prevents parents from getting into this situation.",0.675459469
Authorising cosmetic surgery on minors would simply sweep under the carpet the real problem: the effect of toxic appearance.,0.991784763
Allowing couples to choose the sex of their child makes the family happier.,0.134891207
Allowing Guantanamo Bay and other similar detention centers around the world to continue to exist gives terrorists ammunition in their war on the free world and our democratic value.,0.9787792
Allowing minors access to cosmetic surgery would put even more pressure on them to meet certain unrealistic aesthetic standards.,0.999900969
Having underage cosmetic surgery will further damage the self-esteem of those who cannot afford it.,0.395491921
"Allowing the nation to possess nuclear weapons contributes to peace, and no one wants to start a war that will end in mutual destruction.",0.980863713
"Allowing organ trafficking would probably result in more people donating and helping patients survive. Currently, there are too many restrictions even for people willing to sell their organs.",0.999585885
Trapping people will lead to further abuse of power,0.974024514
Allowing people to wrongly believe that such a diet can cure their cancer leads them to leave rather than seek treatment that would probably have saved them.,0.995902988
Allowing people to naturally try to heal themselves without getting bogged down in the parameter of medicine that the doctor and insurance company want to impose on you can be useful.,0.203166279
"Letting people work longer means putting a lot of strain on things like Social Security and the pension program, which means that future generations will have more resources.",0.992211266
"Admitting personal feelings and opinions can distort legal judgments, as they would otherwise do if they relied solely on the fact.",0.785415612
Allowing sex selection could lead to an imbalance of sex in the population.,0.439492431
"Allowing sex selection can lead to a gender imbalance in the population, causing problems for future generations.",0.999997787
Allowing sex selection would ease the depression of mothers who really wanted one sex over another.,0.473913969
Authorising organ sales will lead to desperate people being exploited,0.190075229
"If whaling were allowed, more fish could be caught, which is important in the context of trying to get people to eat meat.",0.062366627
"Giving workers the choice of when to retire can improve staff retention, boost work ethic and help employers retain key skills and experience.",0.995614387
makes it possible to recruit more professional employees,2.89e-05
"also referred to as intellectual plagiarism, none of this makes sense, there may be people who think the same and that is not a crime",0.114929609
Changing the sex of an unborn child disrupts the natural order of evolution,0.318664116
"Alternative medicine can only be an effective medicine, if not more than that prescribed by a doctor.",0.359613692
Alternative medicine offers relief in the form of the placebo effect,0.886489068
Alternative medicine can cause harmful side effects that have not yet been researched.,0.059393263
Alternative medicine doesn't bring enough money to the government,0.000347884
"Alternative medicine such as diet, exercise and massage work for some people and should not be banned.",0.519880391
There are alternatives to almost every product made from whales.,0.189675148
"Although cosmetic surgery is not necessary for most people, it often gives people a psychological boost.",0.00275271
"Although older people may want to continue working in order to earn more money, it may be dangerous for their bodies to continue working in a fast-moving work environment, and we must pay attention to their safety.",0.726120724
"even though I am in favour, I have no idea what prison is",4.02e-05
"Although naturopathy does not always make things better, it very rarely makes things worse physically and makes people feel better in a meaningful way through the placebo effect.",0.981356028
"Although naturopathy is rarely validated by the scientific method, it is often confirmed by anecdotal evidence and cultural-historical evidence, which are also valid.",0.764765986
"Although new technologies are gaining ground every day, there are still many parts of the world where they continue to be the main source of information.",0.929361987
"Although sometimes seen as a brutal place, suspected terrorists can be questioned in places where they are impossible to escape or be rescued, potentially opening up new lines of inquiry.",0.884135192
"Although we hope never to use them, we must use our nuclear weapons as a deterrent against others, so we should not abolish them.",0.873463115
"Although whaling is a practice that has been around since time immemorial, it has become a sport in which killing is simply fun.",4.7e-05
"America has by far the highest gun-related rampage of any developed country, let alone multiple mass shootings each year.",0.21801811
"America is now the murder capital of the world, mass shootings occur almost every day. Madness must come to an end, and that means the right to keep and bear arms.",0.858437801
America needs a place where the most heinous terrorist and enemy of the state can be safely imprisoned to protect its citizens.,0.890416578
"America was founded on freedom of expression, so people should be allowed to burn a flag, whether I agree with the concept or not.",0.374584758
American citizens have the right to choose whether they want to vote or not.,0.631470817
Americans have always had the right to keep and bear arms.,0.016347117
Americans should respect the flag and the life they lost fighting for it,0.068814045
Multi-party system can lead to an unstable coalition to come to power,0.455599673
An assisted suicide is just another way of killing a person. It does not matter whether the person who has asked to be killed has killed the person who is committing the killing.,0.837774859
An austerity programme is intended to reduce the national debt.,0.839855007
An austerity regime enables the government to properly address problems and make reparations for its deficit / debt.,0.77561059
An austerity regime enables the restructuring of the economy for a country that can offer financial benefits.,0.770630898
An austerity regime allows the country to save money and reduce public debt.,0.985254837
An austerity regime allows us to save money when it is needed.,0.303015845
An austerity regime can hit the weakest in society the hardest.,0.052289464
An austerity regime can help get a country back on its feet financially.,0.854284045
Savings regime can help bring down debt across the country,0.772093621
an austerity regime can help to restructure a country's debt without increasing the deficit,0.949153504
An austerity regime can prevent people from having the fund they need to live the life they have chosen.,0.403720131
An austerity regime can save the country money and reduce public debt.,0.962700901
"An austerity regime does not guarantee a high-quality policy for the benefit of a country's citizens, which is why it should be avoided.",0.440094945
Austerity promotes a country's inability to function independently and on its own,0.358938457
An austerity regime has never worked because there is always someone who insists that his project must be financed,0.009423518
Austerity helps reduce the government's budget deficit.,0.921680966
an austerity regime helps to balance the state budget and reduce the national debt.,0.99998413
Austerity harms the poorest in our society,0.999418561
An austerity regime is a necessary remedy for a decade of economic waste and an indispensable medicine to stop the global collapse.,0.975191115
"An austerity regime is bad: the government must maintain its program, and people must keep their money.",0.196869858
Austerity regime is despicable and autocritical,0.000686791
Austerity is just another trick the government uses to control money.,0.498515462
"An austerity regime is necessary for the economy of our country. Without drastic cuts in government spending, our economy will quickly become unsustainable.",0.86604939
"Austerity is necessary to balance an otherwise exploding budget, even if the government wastes far too much money on unnecessary programs.",0.89339067
Austerity is needed to curb the government's wasteful spending.,0.8091731
"An austerity regime is not a realistic process, because the end result is to levy taxes to cover debt.",0.91257727
"We have a lot of debt, but it will eventually be repaid when technology increases and people no longer have to worry about the cost of living.",0.692630703
An austerity regime is of great importance for politics and the economic and social outcome,2.63e-05
Sometimes an austerity regime is needed to get a country back on track,0.750028335
An austerity regime is the most effective way to reduce public debt.,0.986973057
Austerity is the most effective weapon in our arsenal to tackle the economic problem we face,0.995231243
An austerity regime is very important in economically stressful times.,0.626013784
An austerity regime ignores social programs that help the majority of citizens and care more about the structure of government to tackle the deficit.,0.77561059
"an austerity regime promotes the continuation and growth of a country's debt, allowing it to become dependent on others, rather than solving and repairing the problem of a particular country that impedes its own growth.",0.823878452
Austerity tends to increase unemployment.,0.999599086
An austerity regime that unjustifiably hits hardest those who are least able to cope with such poor and sick people,0.838721326
an austerity regime that unfairly punishes the poor by cutting benefits for those who need them most.,0.821563921
"Austerity usually means a cut in benefits, and it is those who are the poorest who suffer the most.",0.999876389
"An austerity regime will be a disaster; people will lose their jobs if a program is cut, and this could lead to riots and unrest like in Greece in 2011.",0.087655333
Savings regime will mean higher rate taxpayers pay more tax,0.818858287
An austerity regime will create new problems instead of helping to solve the old one.,0.552531268
an austerity regime will help ensure a balanced budget in government,0.780732621
An austerity regime will help make everyone better off.,3.76e-06
Austerity regime helps govern government spending,0.928505414
An austerity regime will help the European economy out of recession.,0.835291463
an austerity regime will help to reduce the country's decision-making capacity,0.90280201
an austerity regime will only bring a small benefit for a short time and should not be used at this time,0.124849083
An austerity regime will only push us further into a problem from which we can get out in other ways,0.010826346
An austerity regime will only serve to free the fund from certain interest rates and redirect them to the special interests of the existing government.,0.979780177
An austerity regime will only take money from the necessary program to save a few black sheep.,0.89475989
"An austerity regime only works if everyone is willing to compromise, and that usually does not happen.",0.005489576
A austerity regime requires those responsible not to spend too much,0.427200119
An austerity regime would allow the Portuguese economy to recover from recession.,0.806447854
Austerity would be good for the economy,0.650707483
An Austerity Regime Would Be Harmful,0.005272534
An Austerity Regime Would Help Many People,0.214763
An austerity regime would cut benefits and hit those most in need.,0.950949274
An austerity regime would eliminate public debt by directing money where it really needs to go.,0.908886289
An austerity regime would allow the country to feed itself better economically and would be good for exporting a well that refines our local economy.,0.624405549
An austerity regime would ensure that a single aid is provided to repay the country's debt.,0.956302066
An austerity regime would allow the country to start paying down its debts and rebuilding a stronger economy.,0.900252712
Austerity would help bring the deficit under control,0.992307519
Austerity would help reduce the state budget,0.837716719
An austerity regime would help the country reduce its debt,0.863515559
An austerity regime would help put our economy back on track.,0.890226646
"An austerity regime would help the government repair its debt, giving more benefits to those who need them most.",0.89475989
An austerity regime would help the population to get better.,0.001526773
An austerity regime would help to put our country back on a sound financial footing.,0.99675009
An Austerity Regime Would Harm the Underclass,0.857118672
Austerity would rein in our state spending,0.535509332
An austerity regime would create a more powerful and united country,0.029865169
An austerity regime would have a negative impact on the most vulnerable of our citizens.,0.650732581
An austerity regime would only increase the control of the EU.,0.156897247
An austerity regime would punish people for the government's actions,0.908577423
"An austerity regime would raise taxes, leaving the hard-working with less money in their pockets.",0.999858331
An austerity regime would really hurt those who can least afford to lose their benefits.,0.824690775
An austerity regime would save the country money.,0.766735725
Austerity would stabilise our government,0.894398821
An austerity regime would do a service to the poor who depend on it.,0.812846836
"An austerity regime would, in theory, help to reduce the public debt, because it is a very strict and far-reaching measure.",0.00280812
"An austerity regime would undermine personal freedom, a value we hold dear in this country.",0.154313567
an austerity regime will reduce demand and production,7.9e-05
A savings region is necessary when state resources are low in order to make savings.,0.581821167
An autonomous car can allow people inside to relax during their journey so they can arrive refreshed.,0.027675038
An autonomous car cannot predict well enough to avoid certain accidents.,0.402201565
"an autonomous car would be better able to make life-saving decisions than a human being, there is no risk that drink driving or emotion will affect the ability to use the time we travel more productively",0.986966713
An autonomous vehicle can never be programmed to make an ethical decision when confronted with a crash situation,0.98833069
an educated mother or father will impart a better knowledge to a child than a teacher who constantly has to discipline an entire class of students while trying to teach,0.700288043
"An educated population is a productive population, and it ultimately makes financial sense for a government to support learning activities in exchange for higher tax revenues.",0.977465266
Education is very important nowadays and subsidizing student loans will help many students to go to school,0.947591769
An embryo is basically a baby that has not yet been implanted.,0.185936498
"An executive has worked hard to get into this position through studies and previous work experience, and should be compensated for their value to the company.",0.975259172
"An executive should not earn 1000 times more than the employee, especially when the company is doing badly.",0.839468189
